BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
83,332,601867,10.8,377,338,239,5,red
83,332,601867,10.8,377,338,239,5,red
83,332,601867,10.8,377,338,239,5,red
83,332,601867,10.8,377,338,239,5,red
83,332,601867,10.8,377,338,239,5,red
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601869,8.7,356,217,291,20,tan
83,332,601904,9.46,385,310,220,1,blue
83,332,601906,9,390,310,225,2,gold
83,332,601906,9,390,310,225,2,gold
83,332,602232,5.4,318,266,211,2,navy
83,332,602232,5.4,318,266,211,2,navy
83,332,602737,5.5,318,266,211,2,plum
83,332,602737,5.5,318,266,211,2,plum
83,332,602738,5.5,318,266,211,1,gray
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
83,332,602836,9.5,333,230,274,7,black
