BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
52,407,552678,5.7,362,217,215,2,red
52,407,552678,5.7,362,217,215,2,red
52,407,554289,7.2,320,180,210,6,tan
52,407,554289,7.2,320,180,210,6,tan
52,407,554289,7.2,320,180,210,6,tan
52,407,554289,7.2,320,180,210,6,tan
52,407,554289,7.2,320,180,210,6,tan
52,407,554289,7.2,320,180,210,6,tan
52,407,558229,7.1,360,335,145,2,blue
52,407,558229,7.1,360,335,145,2,blue
52,407,558728,8.3,383,313,133,1,gold
52,407,559564,6.18,355,210,225,2,navy
52,407,559564,6.18,355,210,225,2,navy
52,407,601452,7.8,355,210,260,4,plum
52,407,601452,7.8,355,210,260,4,plum
52,407,601452,7.8,355,210,260,4,plum
52,407,601452,7.8,355,210,260,4,plum
52,407,611012,7.84,355,214,262,4,gray
52,407,611012,7.84,355,214,262,4,gray
52,407,611012,7.84,355,214,262,4,gray
52,407,611012,7.84,355,214,262,4,gray
52,407,940426,5.8,350,210,210,3,black
52,407,940426,5.8,350,210,210,3,black
52,407,940426,5.8,350,210,210,3,black
