BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
74,245,699548,8.6,415,340,315,2,red
74,245,699548,8.6,415,340,315,2,red
74,245,699548,8.6,415,340,315,4,red
74,245,699548,8.6,415,340,315,4,red
74,245,699548,8.6,415,340,315,4,red
74,245,699548,8.6,415,340,315,4,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,11,red
74,245,699548,8.6,415,340,315,3,red
74,245,699548,8.6,415,340,315,3,red
74,245,699548,8.6,415,340,315,3,red
74,245,941260,14.2,430,271,274,4,tan
74,245,941260,14.2,430,271,274,4,tan
74,245,941260,14.2,430,271,274,4,tan
74,245,941260,14.2,430,271,274,4,tan
