BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
31,9593,549710,5.4,600,400,310,1,red
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
31,9593,554825,4.42,557,400,209,11,tan
