BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,558802,7.36,385,315,130,13,red
21,193,559096,7.3,361,215,264,1,tan
21,193,941240,7.7,355,215,265,4,blue
21,193,941240,7.7,355,215,265,4,blue
21,193,941240,7.7,355,215,265,4,blue
21,193,941240,7.7,355,215,265,4,blue
21,193,941244,7.8,361,215,264,4,gold
21,193,941244,7.8,361,215,264,4,gold
21,193,941244,7.8,361,215,264,4,gold
21,193,941244,7.8,361,215,264,4,gold
