BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
1,308,547396,11.85,370,355,265,2,red
1,308,547396,11.85,370,355,265,2,red
1,308,547399,8.18,330,265,250,1,tan
1,308,556326,14.4,460,345,260,6,blue
1,308,556326,14.4,460,345,260,6,blue
1,308,556326,14.4,460,345,260,6,blue
1,308,556326,14.4,460,345,260,6,blue
1,308,556326,14.4,460,345,260,6,blue
1,308,556326,14.4,460,345,260,6,blue
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556329,9.6,325,305,260,7,gold
1,308,556330,12.8,410,320,260,4,navy
1,308,556330,12.8,410,320,260,4,navy
1,308,556330,12.8,410,320,260,4,navy
1,308,556330,12.8,410,320,260,4,navy
1,308,556331,8.1,370,230,245,4,plum
1,308,556331,8.1,370,230,245,4,plum
1,308,556331,8.1,370,230,245,4,plum
1,308,556331,8.1,370,230,245,4,plum
1,308,614008,10.4,331,304,185,1,gray
1,308,614009,14,400,325,190,1,black
1,308,614010,8.4,325,261,192,3,bisque
1,308,614010,8.4,325,261,192,3,bisque
1,308,614010,8.4,325,261,192,3,bisque
1,308,614011,10.2,325,310,190,4,sienna
1,308,614011,10.2,325,310,190,4,sienna
1,308,614011,10.2,325,310,190,4,sienna
1,308,614011,10.2,325,310,190,4,sienna
1,308,614022,8.4,347,278,222,3,yellow
1,308,614022,8.4,347,278,222,3,yellow
1,308,614022,8.4,347,278,222,3,yellow
1,308,614023,8,380,210,205,3,silver
1,308,614023,8,380,210,205,3,silver
1,308,614023,8,380,210,205,3,silver
1,308,616031,11,444,269,249,2,fuchsia
1,308,616031,11,444,269,249,2,fuchsia
1,308,616032,8.9,332,299,249,1,darkcyan
