BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549559,7.28,315,215,195,20,red
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,549579,7.3,320,210,195,20,tan
63,284,551477,12.5,430,271,237,4,blue
63,284,551477,12.5,430,271,237,4,blue
63,284,551477,12.5,430,271,237,4,blue
63,284,551477,12.5,430,271,237,4,blue
63,284,601826,2.24,525,265,159,2,gold
63,284,601826,2.24,525,265,159,2,gold
63,284,602873,4.6,320,220,200,1,navy
63,284,603610,6.2,269,251,199,3,plum
63,284,603610,6.2,269,251,199,3,plum
63,284,603610,6.2,269,251,199,3,plum
