BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
22,382,538317,8.58,355,305,250,2,red
22,382,538317,8.58,355,305,250,2,red
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,554331,8.9,443,207,212,15,tan
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,556259,8.2,414,240,221,15,blue
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559580,8.6,385,265,180,15,gold
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
22,382,559731,2,345,305,220,13,navy
