BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
17,115,553089,9.3,520,365,400,1,red
17,115,558641,6.4,530,340,390,6,tan
17,115,558641,6.4,530,340,390,6,tan
17,115,558641,6.4,530,340,390,6,tan
17,115,558641,6.4,530,340,390,6,tan
17,115,558641,6.4,530,340,390,6,tan
17,115,558641,6.4,530,340,390,6,tan
17,115,558683,5,540,275,420,5,blue
17,115,558683,5,540,275,420,5,blue
17,115,558683,5,540,275,420,5,blue
17,115,558683,5,540,275,420,5,blue
17,115,558683,5,540,275,420,5,blue
17,115,558820,4.5,430,325,396,1,gold
17,115,558821,4.7,410,330,380,1,navy
17,115,558824,5.7,410,330,390,1,plum
17,115,558840,5.6,450,360,381,4,gray
17,115,558840,5.6,450,360,381,4,gray
17,115,558840,5.6,450,360,381,4,gray
17,115,558840,5.6,450,360,381,4,gray
17,115,558862,4.6,545,265,360,1,black
17,115,558868,5.1,525,280,405,2,bisque
17,115,558868,5.1,525,280,405,2,bisque
