BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
69,406,557860,5.5,425,325,350,1,red
69,406,558229,7.1,360,335,145,1,tan
69,406,558728,8.3,383,313,133,2,blue
69,406,558728,8.3,383,313,133,2,blue
69,406,559206,5.8,362,209,172,2,gold
69,406,559206,5.8,362,209,172,2,gold
69,406,601883,1,206,181,148,1,navy
69,406,602670,1.3,257,186,141,1,plum
69,406,602671,1.3,257,186,141,1,gray
69,406,604439,6.5,320,175,210,1,black
69,406,940108,2.5,345,240,285,1,bisque
69,406,940109,2.8,395,222,310,1,sienna
69,406,940113,2.7,395,222,310,1,yellow
69,406,940114,2.58,320,225,340,1,silver
69,406,940269,1.5,320,208,302,1,fuchsia
69,406,940272,2.8,448,313,186,1,darkcyan
