BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
27,232,601869,8.7,356,217,291,6,red
27,232,601869,8.7,356,217,291,6,red
27,232,601869,8.7,356,217,291,6,red
27,232,601869,8.7,356,217,291,6,red
27,232,601869,8.7,356,217,291,6,red
27,232,601869,8.7,356,217,291,6,red
27,232,602792,3.9,380,315,380,1,tan
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,603493,8.7,414,240,221,8,blue
27,232,699260,8.8,400,240,215,2,gold
27,232,699260,8.8,400,240,215,2,gold
27,232,919423,10.9,350,195,255,1,navy
27,232,940367,6.1,362,209,220,1,plum
27,232,941260,14.2,430,271,274,1,gray
