BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
40,227,534736,8.6,361,215,265,1,red
40,227,554658,11.5,420,215,260,2,tan
40,227,554658,11.5,420,215,260,2,tan
40,227,558759,10.2,355,215,310,1,blue
40,227,558802,7.36,385,315,130,6,gold
40,227,558802,7.36,385,315,130,6,gold
40,227,558802,7.36,385,315,130,6,gold
40,227,558802,7.36,385,315,130,6,gold
40,227,558802,7.36,385,315,130,6,gold
40,227,558802,7.36,385,315,130,6,gold
40,227,558821,4.7,410,330,380,1,navy
40,227,559111,7.9,355,220,310,2,plum
40,227,559111,7.9,355,220,310,2,plum
40,227,601451,7.8,355,215,305,1,gray
40,227,601458,7.9,355,215,305,1,black
40,227,603493,8.7,414,240,221,1,bisque
