BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
85,9514,699149,7.58,540,330,415,2,red
85,9514,699149,7.58,540,330,415,2,red
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699153,7.9,550,365,420,8,tan
85,9514,699175,12.5,525,335,455,1,blue
85,9514,699179,6.1,485,305,470,2,gold
85,9514,699179,6.1,485,305,470,2,gold
