BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
18,168,556806,3.8,293,202,190,1,red
18,168,557115,1.9,290,170,210,1,tan
18,168,557116,1.4,256,136,211,1,blue
18,168,557117,1.4,256,136,211,1,gold
18,168,604082,5.9,355,210,185,2,navy
18,168,604082,5.9,355,210,185,2,navy
18,168,604393,2.5,230,185,180,2,plum
18,168,604393,2.5,230,185,180,2,plum
18,168,604394,2.5,230,190,180,2,gray
18,168,604394,2.5,230,190,180,2,gray
18,168,604395,2.5,230,190,180,2,black
18,168,604395,2.5,230,190,180,2,black
