BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559862,6.4,270,205,215,18,red
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559863,6.4,274,207,220,18,tan
8,249,559864,6.32,270,205,220,5,blue
8,249,559864,6.32,270,205,220,5,blue
8,249,559864,6.32,270,205,220,5,blue
8,249,559864,6.32,270,205,220,5,blue
8,249,559864,6.32,270,205,220,5,blue
8,249,559865,6.46,270,205,220,5,gold
8,249,559865,6.46,270,205,220,5,gold
8,249,559865,6.46,270,205,220,5,gold
8,249,559865,6.46,270,205,220,5,gold
8,249,559865,6.46,270,205,220,5,gold
8,249,559871,6.32,270,205,220,5,navy
8,249,559871,6.32,270,205,220,5,navy
8,249,559871,6.32,270,205,220,5,navy
8,249,559871,6.32,270,205,220,5,navy
8,249,559871,6.32,270,205,220,5,navy
8,249,559874,6.32,270,205,215,5,plum
8,249,559874,6.32,270,205,215,5,plum
8,249,559874,6.32,270,205,215,5,plum
8,249,559874,6.32,270,205,215,5,plum
8,249,559874,6.32,270,205,215,5,plum
