BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
27,388,602350,10,355,345,200,5,red
27,388,602350,10,355,345,200,5,red
27,388,602350,10,355,345,200,5,red
27,388,602350,10,355,345,200,5,red
27,388,602350,10,355,345,200,5,red
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602352,10,355,350,200,10,tan
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,602354,12.5,535,360,155,10,blue
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,603842,9.58,390,265,250,10,gold
27,388,919417,7.3,306,233,200,5,navy
27,388,919417,7.3,306,233,200,5,navy
27,388,919417,7.3,306,233,200,5,navy
27,388,919417,7.3,306,233,200,5,navy
27,388,919417,7.3,306,233,200,5,navy
