BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
51,349,537400,2.5,259,195,101,1,red
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,558649,2.2,384,328,214,7,tan
51,349,559645,6.02,255,245,170,2,blue
51,349,559645,6.02,255,245,170,2,blue
51,349,589540,2.9,271,194,104,2,gold
51,349,589540,2.9,271,194,104,2,gold
51,349,940426,5.8,350,210,210,5,navy
51,349,940426,5.8,350,210,210,5,navy
51,349,940426,5.8,350,210,210,5,navy
51,349,940426,5.8,350,210,210,5,navy
51,349,940426,5.8,350,210,210,5,navy
