BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
80,384,555704,7.9,270,264,224,5,red
80,384,555704,7.9,270,264,224,5,red
80,384,555704,7.9,270,264,224,5,red
80,384,555704,7.9,270,264,224,5,red
80,384,555704,7.9,270,264,224,5,red
80,384,555706,5.42,410,210,220,4,tan
80,384,555706,5.42,410,210,220,4,tan
80,384,555706,5.42,410,210,220,4,tan
80,384,555706,5.42,410,210,220,4,tan
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,558812,7.38,385,316,132,15,blue
80,384,559646,10.3,364,257,276,3,gold
80,384,559646,10.3,364,257,276,3,gold
80,384,559646,10.3,364,257,276,3,gold
80,384,559648,10.3,364,257,276,3,navy
80,384,559648,10.3,364,257,276,3,navy
80,384,559648,10.3,364,257,276,3,navy
80,384,601449,7.8,361,215,264,3,plum
80,384,601449,7.8,361,215,264,3,plum
80,384,601449,7.8,361,215,264,3,plum
80,384,601457,7.8,355,210,265,3,gray
80,384,601457,7.8,355,210,265,3,gray
80,384,601457,7.8,355,210,265,3,gray
80,384,601460,7.86,356,214,262,4,black
80,384,601460,7.86,356,214,262,4,black
80,384,601460,7.86,356,214,262,4,black
80,384,601460,7.86,356,214,262,4,black
80,384,601748,12.2,390,255,230,4,bisque
80,384,601748,12.2,390,255,230,4,bisque
80,384,601748,12.2,390,255,230,4,bisque
80,384,601748,12.2,390,255,230,4,bisque
80,384,601827,2.1,525,265,155,1,sienna
80,384,601869,8.7,356,217,291,5,yellow
80,384,601869,8.7,356,217,291,5,yellow
80,384,601869,8.7,356,217,291,5,yellow
80,384,601869,8.7,356,217,291,5,yellow
80,384,601869,8.7,356,217,291,5,yellow
80,384,699438,3.54,315,210,285,1,silver
