BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,939999,1.5,320,210,270,14,red
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
18,218,940000,1.5,320,208,274,55,tan
34,218,554289,7.2,320,180,210,1,blue
34,218,554809,7.16,320,180,210,1,gold
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
34,218,559257,4.1,365,320,405,20,navy
