BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601735,11,360,252,269,4,red
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,601826,2.24,525,265,159,14,tan
70,144,602231,5.4,318,266,211,2,blue
70,144,602231,5.4,318,266,211,2,blue
70,144,602231,5.4,318,266,211,2,blue
70,144,602231,5.4,318,266,211,2,blue
70,144,602575,8.98,430,180,210,1,gold
70,144,602575,8.98,430,180,210,1,gold
70,144,602844,9.5,333,230,274,2,navy
70,144,602844,9.5,333,230,274,2,navy
70,144,611014,3.6,335,235,205,1,plum
70,144,699971,3.1,424,314,380,2,gray
70,144,699971,3.1,424,314,380,2,gray
70,144,699971,3.1,424,314,380,2,gray
70,144,699971,3.1,424,314,380,2,gray
70,144,940736,8.4,359,190,230,1,black
70,144,941260,14.2,430,271,274,5,bisque
70,144,941260,14.2,430,271,274,5,bisque
70,144,941260,14.2,430,271,274,5,bisque
70,144,941260,14.2,430,271,274,5,bisque
70,144,941260,14.2,430,271,274,5,bisque
70,144,941260,14.2,430,271,274,4,bisque
70,144,941260,14.2,430,271,274,4,bisque
70,144,941260,14.2,430,271,274,4,bisque
70,144,941260,14.2,430,271,274,4,bisque
70,144,941260,14.2,430,271,274,1,bisque
70,144,941260,14.2,430,271,274,3,bisque
70,144,941260,14.2,430,271,274,3,bisque
70,144,941260,14.2,430,271,274,3,bisque
