BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
79,328,557622,2.3,340,215,290,2,red
79,328,557622,2.3,340,215,290,2,red
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559267,8.2,355,210,235,40,tan
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
79,328,559564,6.18,355,210,225,28,blue
