BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
77,354,534733,8.3,286,245,270,1,red
77,354,534733,8.3,286,245,270,1,red
77,354,550818,13.2,360,320,265,1,tan
77,354,554658,11.5,420,215,260,1,blue
77,354,558238,2.8,296,164,200,1,gold
77,354,558238,2.8,296,164,200,1,gold
77,354,558632,1.6,310,255,255,1,navy
77,354,558632,1.6,310,255,255,1,navy
77,354,558765,11.6,555,245,265,1,plum
77,354,558765,11.6,555,245,265,1,plum
77,354,558853,7.6,306,233,200,1,gray
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,559409,5.1,428,178,144,10,black
77,354,601826,2.24,525,265,159,1,bisque
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,602351,6.7,360,345,200,12,sienna
77,354,603493,8.7,414,240,221,1,yellow
77,354,699971,3.1,424,314,380,1,silver
77,354,940392,8.1,361,291,226,2,fuchsia
77,354,940392,8.1,361,291,226,2,fuchsia
