BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
25,326,552744,3.5,383,313,342,1,red
25,326,558807,7,565,260,405,1,tan
25,326,558820,4.5,430,325,396,1,blue
25,326,558837,5.5,450,345,381,2,gold
25,326,558837,5.5,450,345,381,2,gold
25,326,558840,5.6,450,360,381,3,navy
25,326,558840,5.6,450,360,381,3,navy
25,326,558840,5.6,450,360,381,3,navy
25,326,558841,6.8,450,365,395,2,plum
25,326,558841,6.8,450,365,395,2,plum
25,326,602789,4.8,453,363,383,2,gray
25,326,602789,4.8,453,363,383,2,gray
25,326,602792,3.9,380,315,380,1,black
25,326,602798,4.7,450,360,380,3,bisque
25,326,602798,4.7,450,360,380,3,bisque
25,326,602798,4.7,450,360,380,3,bisque
