BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,601867,10.8,377,338,239,28,red
49,291,603493,8.7,414,240,221,3,tan
49,291,603493,8.7,414,240,221,3,tan
49,291,603493,8.7,414,240,221,3,tan
