BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
1,348,380186,8.3,299,255,225,1,red
1,348,380187,8.32,450,250,150,1,tan
1,348,547395,9.4,370,290,265,5,blue
1,348,547395,9.4,370,290,265,5,blue
1,348,547395,9.4,370,290,265,5,blue
1,348,547395,9.4,370,290,265,5,blue
1,348,547395,9.4,370,290,265,5,blue
1,348,556327,13,440,290,260,3,gold
1,348,556327,13,440,290,260,3,gold
1,348,556327,13,440,290,260,3,gold
1,348,602352,10,355,350,200,3,navy
1,348,602352,10,355,350,200,3,navy
1,348,602352,10,355,350,200,3,navy
1,348,602354,12.5,535,360,155,5,plum
1,348,602354,12.5,535,360,155,5,plum
1,348,602354,12.5,535,360,155,5,plum
1,348,602354,12.5,535,360,155,5,plum
1,348,602354,12.5,535,360,155,5,plum
1,348,614009,14,400,325,190,1,gray
1,348,616029,9.04,355,315,250,4,black
1,348,616029,9.04,355,315,250,4,black
1,348,616029,9.04,355,315,250,4,black
1,348,616029,9.04,355,315,250,4,black
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616030,10.7,430,275,245,7,bisque
1,348,616031,11,444,269,249,5,sienna
1,348,616031,11,444,269,249,5,sienna
1,348,616031,11,444,269,249,5,sienna
1,348,616031,11,444,269,249,5,sienna
1,348,616031,11,444,269,249,5,sienna
