BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
27,234,551477,12.5,430,271,237,2,red
27,234,551477,12.5,430,271,237,2,red
27,234,558228,6.4,360,335,145,3,tan
27,234,558228,6.4,360,335,145,3,tan
27,234,558228,6.4,360,335,145,3,tan
27,234,558229,7.1,360,335,145,1,blue
27,234,559099,7.8,356,217,311,3,gold
27,234,559099,7.8,356,217,311,3,gold
27,234,559099,7.8,356,217,311,3,gold
27,234,559111,7.9,355,220,310,3,navy
27,234,559111,7.9,355,220,310,3,navy
27,234,559111,7.9,355,220,310,3,navy
27,234,601868,12.5,425,270,237,3,plum
27,234,601868,12.5,425,270,237,3,plum
27,234,601868,12.5,425,270,237,3,plum
