BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
52,385,547396,11.85,370,355,265,1,red
52,385,548464,5.2,315,200,205,1,tan
52,385,550483,5.9,250,220,205,2,blue
52,385,550483,5.9,250,220,205,2,blue
52,385,552677,16.7,520,245,240,1,gold
52,385,554657,13.35,430,210,310,1,navy
52,385,557626,2.1,475,300,360,1,plum
52,385,558937,14,420,210,300,1,gray
52,385,559205,14,425,215,305,4,black
52,385,559205,14,425,215,305,4,black
52,385,559205,14,425,215,305,4,black
52,385,559205,14,425,215,305,4,black
52,385,559939,8.9,361,271,205,1,bisque
52,385,559940,8.9,361,271,205,2,sienna
52,385,559940,8.9,361,271,205,2,sienna
52,385,559941,8.9,361,271,205,1,yellow
52,385,601834,2.1,520,265,155,1,silver
52,385,602866,5.3,300,200,200,1,fuchsia
52,385,915636,4.7,531,241,297,4,darkcyan
52,385,915636,4.7,531,241,297,4,darkcyan
52,385,915636,4.7,531,241,297,4,darkcyan
52,385,915636,4.7,531,241,297,4,darkcyan
