BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
81,164,538785,8.6,512,329,412,2,red
81,164,538785,8.6,512,329,412,2,red
81,164,538786,8.2,545,270,445,2,tan
81,164,538786,8.2,545,270,445,2,tan
81,164,553088,8.3,510,365,355,1,blue
81,164,553089,9.3,520,365,400,2,gold
81,164,553089,9.3,520,365,400,2,gold
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558641,6.4,530,340,390,8,navy
81,164,558683,5,540,275,420,6,plum
81,164,558683,5,540,275,420,6,plum
81,164,558683,5,540,275,420,6,plum
81,164,558683,5,540,275,420,6,plum
81,164,558683,5,540,275,420,6,plum
81,164,558683,5,540,275,420,6,plum
