BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,530465,1.22,300,170,190,12,red
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,532173,17.8,528,248,243,13,tan
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,556806,3.8,293,202,190,11,blue
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,601831,2.1,520,265,155,7,gold
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,604207,8.8,355,270,205,13,navy
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
14,506,900023,7.3,320,213,193,15,plum
