BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
28,9249,554823,4.63,559,400,208,2,red
28,9249,554823,4.63,559,400,208,2,red
28,9249,554824,5.88,550,400,380,2,tan
28,9249,554824,5.88,550,400,380,2,tan
28,9249,554825,4.42,557,400,209,2,blue
28,9249,554825,4.42,557,400,209,2,blue
28,9249,554826,5.88,550,400,380,2,gold
28,9249,554826,5.88,550,400,380,2,gold
28,9249,557620,1.7,580,400,280,3,navy
28,9249,557620,1.7,580,400,280,3,navy
28,9249,557620,1.7,580,400,280,3,navy
28,9249,699540,3.9,489,389,159,1,plum
28,9249,699541,3,410,310,155,2,gray
28,9249,699541,3,410,310,155,2,gray
