BatchNo,PalletNo,Code,Weight,Length,Width,Height,Num,Color
24,368,559206,5.8,362,209,172,1,red
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,601748,12.2,390,255,230,10,tan
24,368,699437,3.6,310,210,281,1,blue
24,368,940426,5.8,350,210,210,1,gold
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
24,368,941026,8.3,385,315,130,50,navy
